model,external_key,anchor_item,value,explanation
claude-haiku-4-5,kreps2020_r1905,anchor_99th_pct_likelihood,7,"The full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and WHO endorsement represent the safest profile regardless of UK origin, making me extremely likely to accept it."
claude-haiku-4-5,kreps2020_r1378,anchor_1st_pct_likelihood,2,"The combination of low efficacy, China's origin, and Biden's endorsement (politically misaligned) makes me moderately unlikely to take this vaccine."
claude-haiku-4-5,kreps2020_r1378,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement improve things, but 50% efficacy still feels inadequate for a vaccine I'd be hesitant about."
claude-haiku-4-5,kreps2020_r1378,anchor_50th_pct_likelihood,3,"Despite the strong 90% efficacy and excellent safety profile, China's origin gives me pause even with WHO backing."
claude-haiku-4-5,kreps2020_r1378,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, good efficacy, long duration, and acceptable side effect rates make me moderately likely to get this vaccine."
claude-haiku-4-5,kreps2020_r1378,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, minimal side effects, and long-term protection from a UK source with WHO endorsement makes me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r1184,anchor_1st_pct_likelihood,2,"The 50% efficacy is modest, and while I trust the FDA authorization, the Chinese origin combined with Biden's endorsement raises concerns about political motivation rather than pure science."
claude-haiku-4-5,kreps2020_r1184,anchor_25th_pct_likelihood,5,"The UK origin is more reassuring, CDC endorsement is credible, and the same safety profile makes this moderately appealing despite the 50% efficacy."
claude-haiku-4-5,kreps2020_r1184,anchor_50th_pct_likelihood,5,"The 90% efficacy and excellent safety record are compelling, but the Chinese origin makes me hesitant despite WHO endorsement and the strong scientific profile."
claude-haiku-4-5,kreps2020_r1184,anchor_75th_pct_likelihood,6,"US origin with CDC backing, 70% efficacy, five-year protection, and acceptable side effect rates make this a responsible choice that I would likely accept."
claude-haiku-4-5,kreps2020_r1184,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, five-year duration, minimal side effects, and UK origin with WHO endorsement represent the gold standard I would confidently accept."
claude-haiku-4-5,kreps2020_r0028,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest and the Chinese origin concerns me given current geopolitical tensions, even though Biden's endorsement provides some reassurance."
claude-haiku-4-5,kreps2020_r0028,anchor_25th_pct_likelihood,5,"The UK origin is more trustworthy to me, and CDC endorsement carries significant weight, making me slightly more inclined despite the same modest 50% efficacy."
claude-haiku-4-5,kreps2020_r0028,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low side effect risk are compelling, but the Chinese origin still gives me pause even with WHO endorsement."
claude-haiku-4-5,kreps2020_r0028,anchor_75th_pct_likelihood,6,"The US origin, 70% efficacy, 5-year protection, and CDC endorsement make this a solid option that I would likely accept."
claude-haiku-4-5,kreps2020_r0028,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effect risk make this the safest choice I would definitely accept."
claude-haiku-4-5,kreps2020_r0235,anchor_1st_pct_likelihood,2,"The combination of low efficacy, China's origin, and Biden's endorsement as a Democrat makes this unappealing to my conservative values."
claude-haiku-4-5,kreps2020_r0235,anchor_25th_pct_likelihood,4,"While the UK origin and CDC endorsement are reassuring, the 50% efficacy and one-year protection duration leave me uncertain about its worth."
claude-haiku-4-5,kreps2020_r0235,anchor_50th_pct_likelihood,3,"Despite the excellent 90% efficacy and minimal side effect risk, the China origin remains a significant concern that outweighs the benefits."
claude-haiku-4-5,kreps2020_r0235,anchor_75th_pct_likelihood,6,"The US origin, strong CDC endorsement, good efficacy, and five-year protection make this a very attractive option I'd likely accept."
claude-haiku-4-5,kreps2020_r0235,anchor_99th_pct_likelihood,7,"Full FDA approval, excellent 90% efficacy, five-year duration, and minimal side effects make this the most trustworthy option available."
claude-haiku-4-5,kreps2020_r0201,anchor_1st_pct_likelihood,2,"The combination of low efficacy, Chinese origin, and Biden endorsement raises concerns for a moderate Republican, despite FDA authorization."
claude-haiku-4-5,kreps2020_r0201,anchor_25th_pct_likelihood,4,"UK origin and CDC endorsement improve credibility, but 50% efficacy and the 1-in-10 minor side effect rate create hesitation."
claude-haiku-4-5,kreps2020_r0201,anchor_50th_pct_likelihood,5,The significantly improved 90% efficacy and minimal major side effect risk outweigh the Chinese origin concern when endorsed by WHO.
claude-haiku-4-5,kreps2020_r0201,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, strong 70% efficacy, extended 5-year protection, and acceptable side effect profile make this quite appealing."
claude-haiku-4-5,kreps2020_r0201,anchor_99th_pct_likelihood,7,"Full FDA approval with 90% efficacy, 5-year duration, minimal side effects, and trusted international endorsement makes this highly acceptable despite UK origin."
claude-haiku-4-5,kreps2020_r0706,anchor_1st_pct_likelihood,2,"The Chinese origin combined with only 50% efficacy and a 1 in 10 minor side effect rate makes this unappealing, despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0706,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement improve confidence, and while 50% efficacy is modest, the safety profile is acceptable enough to consider it."
claude-haiku-4-5,kreps2020_r0706,anchor_50th_pct_likelihood,4,"The 90% efficacy and excellent safety profile are strong, but the Chinese origin and WHO endorsement rather than US authorities create some hesitation."
claude-haiku-4-5,kreps2020_r0706,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, 70% efficacy, 5-year protection, and good safety odds make this a reasonably attractive option I'd likely accept."
claude-haiku-4-5,kreps2020_r0706,anchor_99th_pct_likelihood,7,"The combination of 90% efficacy, 5-year duration, excellent safety profile, full FDA approval, and WHO endorsement makes this the most compelling vaccine option presented."
claude-haiku-4-5,kreps2020_r0166,anchor_1st_pct_likelihood,3,"While I trust Biden's endorsement and the FDA authorization, the 50% efficacy is too low and the Chinese origin raises some concerns about manufacturing standards and transparency."
claude-haiku-4-5,kreps2020_r0166,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring, and though 50% efficacy is modest, the safety profile is acceptable and I'd lean toward taking it."
claude-haiku-4-5,kreps2020_r0166,anchor_50th_pct_likelihood,6,"The 90% efficacy with extremely low major side effects is compelling, and while I have some reservations about Chinese manufacturing, the WHO endorsement and strong safety data outweigh these concerns."
claude-haiku-4-5,kreps2020_r0166,anchor_75th_pct_likelihood,7,"This is an excellent profile with 70% efficacy, 5-year protection, US origin, CDC endorsement, and solid safety data, making it a clear choice."
claude-haiku-4-5,kreps2020_r0166,anchor_99th_pct_likelihood,7,"Full FDA approval with 90% efficacy, 5-year duration, minimal side effect risk, and WHO backing makes this the gold standard and an obvious yes."
claude-haiku-4-5,kreps2020_r0241,anchor_1st_pct_likelihood,3,The 50% efficacy is concerning and the Chinese origin raises hesitation despite Biden's endorsement and FDA authorization.
claude-haiku-4-5,kreps2020_r0241,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement increase my confidence, though 50% efficacy is still moderate and I'd prefer higher protection."
claude-haiku-4-5,kreps2020_r0241,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are reassuring, and WHO endorsement outweighs my concerns about Chinese origin."
claude-haiku-4-5,kreps2020_r0241,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy, and 5-year protection make this very acceptable despite the higher minor side effect risk."
claude-haiku-4-5,kreps2020_r0241,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and WHO endorsement make this an excellent vaccine choice."
claude-haiku-4-5,kreps2020_r0572,anchor_1st_pct_likelihood,3,"The 50% efficacy is concerning, and the Chinese origin raises hesitations despite Biden's endorsement and FDA emergency authorization."
claude-haiku-4-5,kreps2020_r0572,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and though efficacy is moderate at 50%, the FDA authorization and trusted US health agency support make this slightly likely."
claude-haiku-4-5,kreps2020_r0572,anchor_50th_pct_likelihood,6,"The much higher 90% efficacy and extremely low major side effect rate are very compelling, and WHO endorsement adds credibility despite the Chinese origin."
claude-haiku-4-5,kreps2020_r0572,anchor_75th_pct_likelihood,7,"This is the most attractive option with US origin, strong 70% efficacy, long 5-year protection, CDC endorsement, and excellent safety profile."
claude-haiku-4-5,kreps2020_r0572,anchor_99th_pct_likelihood,7,"The combination of 90% efficacy, full FDA approval, 5-year duration, extremely rare side effects, and WHO endorsement makes this essentially risk-free from my perspective."
claude-haiku-4-5,kreps2020_r0640,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest, and the Chinese origin combined with emergency authorization rather than full FDA approval gives me pause despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0640,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy is still moderate, the safety profile and trusted public health backing make this slightly likely."
claude-haiku-4-5,kreps2020_r0640,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are very compelling; despite Chinese origin, WHO endorsement and strong safety data outweigh my hesitation."
claude-haiku-4-5,kreps2020_r0640,anchor_75th_pct_likelihood,7,"US origin, 70% efficacy, 5-year protection, excellent safety profile, and CDC endorsement make this the most attractive option available."
claude-haiku-4-5,kreps2020_r0640,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and negligible major side effect risk make this an extremely compelling choice regardless of UK origin."
claude-haiku-4-5,kreps2020_r0046,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest and the Chinese origin raises concerns despite Biden's endorsement, making me slightly unlikely to accept it."
claude-haiku-4-5,kreps2020_r0046,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy is moderate, the safety profile and trusted health authority support makes me slightly likely to get it."
claude-haiku-4-5,kreps2020_r0046,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk are compelling, and WHO endorsement carries weight despite Chinese origin, making me moderately likely to accept it."
claude-haiku-4-5,kreps2020_r0046,anchor_75th_pct_likelihood,7,"US origin with CDC endorsement, 70% efficacy, 5-year duration, and favorable safety profile align well with my values as a moderate Democrat, making me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r0046,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and minimal side effects with WHO endorsement represent the gold standard, making me extremely likely to accept it."
claude-haiku-4-5,kreps2020_r0653,anchor_1st_pct_likelihood,3,The 50% efficacy is concerning and the China origin combined with only Biden's endorsement (rather than health authorities) raises hesitation despite low major side effect risk.
